,height_mm,perimeter,area
0,7.7,645.1269783973694,16247.0
1,6.7,559.5706294775009,13781.5
2,3.5,316.2497808933258,5040.0
3,6.2,454.03152549266815,9916.5
4,7.1,539.1858534812927,12112.0
5,8.4,561.8721451759338,16548.0
6,9.5,599.4284940958023,17020.5
7,6.7,400.43354642391205,8269.5
8,6.0,503.8305150270462,11299.5
9,8.3,609.4701242446899,14232.0
10,8.6,647.0264731645584,12947.5
11,8.6,550.7005722522736,13888.0
12,5.5,405.546244263649,7921.5
13,5.2,487.34523379802704,12123.5
14,4.9,400.19090580940247,6283.0
15,9.8,589.0853482484818,15750.5
16,9.3,608.4995617866516,14983.0
17,7.4,480.03152549266815,8613.5
18,4.0,380.534051656723,6929.0
19,7.2,609.9554054737091,12905.0
20,7.8,547.3868639469147,9535.0
21,8.8,612.156415939331,10280.0
22,6.3,500.8599525690079,6949.5
23,7.4,546.7005722522736,8193.0
24,6.4,456.5168067216873,9984.5
25,5.4,348.04877042770386,4202.0
26,7.4,564.256921172142,6450.5
